index,H
0,-9.9999779889302727362660958010387446392997e-07
1,-9.9999603735287506904702483495617215680795e-07
2,-9.9999377336516598655359946978826712893351e-07
3,-9.9999377336516598655359946978826712893351e-07
4,-9.9999377336516598655359946978826712893351e-07
5,-9.9999377336516598655359946978826712893351e-07
6,-9.9999377336516598655359946978826712893351e-07
7,-9.9999377336516598655359946978826712893351e-07
8,-9.9999377336516598655359946978826712893351e-07
9,-9.9999377336516598655359946978826712893351e-07
10,-9.9999377336516598655359946978826712893351e-07
11,-9.9999377336516598655359946978826712893351e-07
12,-9.9999377336516598655359946978826712893351e-07
13,-9.9999377336516598655359946978826712893351e-07
14,-9.9999377336516598655359946978826712893351e-07
15,-9.9999377336516598655359946978826712893351e-07
16,-9.9999377336516598655359946978826712893351e-07
17,-9.9999377336516598655359946978826712893351e-07
18,-9.9999377336516598655359946978826712893351e-07
19,-9.9999334736027769641032551806159034413213e-07
20,-9.9999369436693059900631789377323244139006e-07
21,-9.9999341414101086144053907867057517933063e-07
22,-9.9999490477169031739390365337571964232666e-07
23,-9.9999377336516598655359946978826712893351e-07
24,-9.9999377336516598655359946978826712893351e-07
25,-9.9999377336516598655359946978826712893351e-07
26,-9.9999377336516598655359946978826712893351e-07
27,-9.9999377336516598655359946978826712893351e-07
28,-9.9999377336516598655359946978826712893351e-07
29,-9.9999377336516598655359946978826712893351e-07
30,-9.9999377336516598655359946978826712893351e-07
31,-9.9999377336516598655359946978826712893351e-07
32,-9.9999377336516598655359946978826712893351e-07
33,-9.9999377336516598655359946978826712893351e-07
34,-9.9999377336516598655359946978826712893351e-07
35,-9.9999377336516598655359946978826712893351e-07
36,-9.9999377336516598655359946978826712893351e-07
37,-9.9999377336516598655359946978826712893351e-07
38,-9.9999377336516598655359946978826712893351e-07
39,-9.9999377336516598655359946978826712893351e-07
40,-9.9999116340881810261061960615203147995089e-07
41,-9.9999640307375955883164957149755736054431e-07
42,-9.9999377336516598655359946978826712893351e-07
43,-9.9999377336516598655359946978826712893351e-07
44,-9.9999377336516598655359946978826712893351e-07
45,-9.9999377336516598655359946978826712893351e-07
46,-9.9999377336516598655359946978826712893351e-07
47,-9.9999377336516598655359946978826712893351e-07
48,-9.9999377336516598655359946978826712893351e-07
49,-9.9999377336516598655359946978826712893351e-07
50,-9.9999116340881810261061960615203147995089e-07
51,-9.9999640307375955883164957149755736054431e-07
52,-9.9999377336516598655359946978826712893351e-07
53,-9.9999377336516598655359946978826712893351e-07
54,-9.9999377336516598655359946978826712893351e-07
55,-9.9999377336516598655359946978826712893351e-07
56,-9.9999377336516598655359946978826712893351e-07
57,-9.9999377336516598655359946978826712893351e-07
58,-9.9999377336516598655359946978826712893351e-07
59,-9.9999377336516598655359946978826712893351e-07
60,-9.9999377336516598655359946978826712893351e-07
61,-9.9999377336516598655359946978826712893351e-07
62,-9.9999377336516598655359946978826712893351e-07
63,-9.9999377336516598655359946978826712893351e-07
64,-9.9999377336516598655359946978826712893351e-07
65,-9.9999377336516598655359946978826712893351e-07
66,-9.9999377336516598655359946978826712893351e-07
67,-9.9999377336516598655359946978826712893351e-07
68,-9.9999377336516598655359946978826712893351e-07
69,-9.9999377336516598655359946978826712893351e-07
70,-9.9999377336516598655359946978826712893351e-07
71,-9.9999377336516598655359946978826712893351e-07
72,-9.9999377336516598655359946978826712893351e-07
73,-9.9999377336516598655359946978826712893351e-07
74,-9.9999377336516598655359946978826712893351e-07
75,-9.9999377336516598655359946978826712893351e-07
76,-9.9999377336516598655359946978826712893351e-07
77,-9.9999377336516598655359946978826712893351e-07
78,-9.9999377336516598655359946978826712893351e-07
79,-9.9999334736027769641032551806159034413213e-07
80,-9.9999369436693059900631789377323244139006e-07
81,-9.9999341414101086144053907867057517933063e-07
82,-9.9999490477169031739390365337571964232666e-07
83,-9.9999377336516598655359946978826712893351e-07
